Wire initialized.
Initializing MPU9250...
MPU9250 Initialized successfully.
Haptic motors initialized.
Flex1,Flex2,FSR1,FSR2,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
0,0,44,62,-0.68,0.05,-0.71,-0.37,5.19,0.37,0.00,0.00,0.00
0,0,46,65,-0.68,0.05,-0.71,-0.06,3.60,-1.04,0.00,0.00,0.00
0,0,47,66,-0.68,0.05,-0.71,-0.49,3.97,-0.92,0.00,0.00,0.00
0,0,46,66,-0.68,0.05,-0.71,-0.06,4.27,-0.85,0.00,0.00,0.00
0,0,47,66,-0.68,0.06,-0.71,0.37,2.81,1.28,0.00,0.00,0.00
0,0,47,66,-0.68,0.05,-0.71,0.12,4.70,-0.73,0.00,0.00,0.00
0,0,46,66,-0.68,0.05,-0.71,0.85,6.71,-0.85,0.00,0.00,0.00
0,132,130,120,-0.68,0.05,-0.71,-0.37,5.31,-0.12,0.00,0.00,0.00
0,196,185,168,-0.68,0.05,-0.71,0.18,5.92,-1.46,0.00,0.00,0.00
0,301,268,236,-0.67,0.05,-0.72,0.06,6.16,-0.92,0.00,0.00,0.00
0,383,343,305,-0.67,0.05,-0.72,0.37,7.45,-0.61,0.00,0.00,0.00
0,421,388,356,-0.67,0.05,-0.72,0.31,6.96,-0.43,0.00,0.00,0.00
0,462,431,400,-0.67,0.04,-0.72,0.37,6.23,-0.67,0.00,0.00,0.00
0,455,438,419,-0.67,0.05,-0.72,0.43,4.76,-1.40,0.00,0.00,0.00
0,443,432,422,-0.66,0.05,-0.72,0.31,5.13,-1.40,0.00,0.00,0.00
0,443,430,422,-0.67,0.05,-0.73,0.37,4.33,-1.65,0.00,0.00,0.00
0,399,399,401,-0.66,0.05,-0.73,-0.31,4.03,-0.43,0.00,0.00,0.00
0,290,315,337,-0.67,0.05,-0.73,-0.43,2.87,-0.37,0.00,0.00,0.00
0,92,160,213,-0.67,0.05,-0.72,-0.49,-0.73,-0.85,0.00,0.00,0.00
0,0,66,120,-0.67,0.05,-0.72,-0.61,2.75,-0.49,0.00,0.00,0.00
0,0,49,83,-0.67,0.05,-0.72,-0.67,3.78,0.37,0.00,0.00,0.00
0,0,47,72,-0.67,0.05,-0.72,-0.24,3.11,0.06,0.00,0.00,0.00
0,0,47,68,-0.67,0.05,-0.72,-0.37,1.53,-0.73,0.00,0.00,0.00
0,0,47,67,-0.67,0.05,-0.72,-0.31,0.24,-1.10,0.00,0.00,0.00
0,0,47,67,-0.67,0.05,-0.72,-0.31,0.92,-0.98,0.00,0.00,0.00
0,0,47,67,-0.68,0.05,-0.71,-0.31,3.97,-0.61,0.00,0.00,0.00
0,0,47,67,-0.67,0.05,-0.72,-0.24,2.81,0.73,0.00,0.00,0.00
0,0,47,66,-0.68,0.05,-0.71,-0.18,3.91,-0.85,0.00,0.00,0.00
0,0,46,65,-0.67,0.05,-0.71,-0.12,3.85,-0.79,0.00,0.00,0.00
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
0,0,43,61,-0.68,0.05,-0.72,0.49,4.76,-3.11,0.00,0.00,0.00
0,0,46,65,-0.69,0.05,-0.70,0.00,5.49,-1.16,0.00,0.00,0.00
0,0,46,65,-0.69,0.05,-0.70,-1.16,8.42,2.26,0.00,0.00,0.00
0,0,46,65,-0.68,0.06,-0.71,-1.59,2.38,2.26,0.00,0.00,0.00
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
IMU update failed. Skipping this cycle...
I2C ERROR CODE : 2
I2C ERROR CODE : 2
0,0,43,61,-5.55,0.33,-5.36,7.87,83.50,-37.35,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,64,-5.51,0.44,-5.69,-0.85,35.40,-9.28,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.47,0.38,-5.76,-5.07,34.24,-6.96,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.51,0.41,-5.67,2.26,36.25,-22.89,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.49,0.39,-5.74,-2.14,23.44,-22.03,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.49,0.38,-5.73,-2.93,38.33,-3.42,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.43,-5.69,-0.85,33.08,-5.19,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.38,-5.77,0.73,38.15,-4.46,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.47,0.39,-5.72,-0.92,33.63,-4.39,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.37,-5.70,-4.52,18.07,19.71,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.44,-5.73,19.04,-6.35,-30.15,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.51,0.40,-5.73,-8.24,41.26,6.53,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.51,0.39,-5.71,0.67,29.42,-6.84,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.50,0.39,-5.70,-2.93,33.81,-4.21,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.50,0.43,-5.71,0.73,30.40,-7.51,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.51,0.38,-5.69,1.16,32.04,-6.71,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.55,0.67,-6.07,-12.94,18.31,15.44,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.53,0.41,-5.72,4.64,18.43,-13.73,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.47,0.39,-5.71,-3.66,35.58,-4.39,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.54,0.42,-5.66,-2.62,37.54,-16.97,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.51,-5.77,-1.46,43.03,-17.09,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.44,-5.77,-17.76,84.53,5.92,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.47,-5.79,-8.30,52.19,0.37,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.46,-5.83,-2.08,40.71,-2.14,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.38,0.45,-5.79,-7.57,44.13,-0.73,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.40,0.45,-5.79,2.14,21.48,-8.61,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.46,-5.83,2.62,23.80,-7.93,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.42,-5.78,1.53,23.13,-7.26,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.49,-5.83,-8.48,39.37,-5.07,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.43,-5.79,-8.54,38.64,2.62,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.40,0.51,-5.77,-12.02,45.17,6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.36,0.45,-5.72,5.37,23.56,-18.68,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.38,0.45,-5.82,-7.39,42.48,1.59,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.39,0.51,-5.81,-2.56,35.22,-3.11,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.36,0.45,-5.72,-0.79,31.56,-0.92,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.52,-5.78,-7.45,47.18,3.91,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.37,0.48,-5.86,-12.94,45.59,2.50,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.33,0.49,-5.83,-5.25,42.30,-4.46,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.37,0.48,-5.79,-0.18,30.33,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.38,0.50,-5.83,-9.22,41.20,1.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.37,0.51,-5.88,-6.29,36.99,-2.32,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.35,0.48,-5.88,-9.03,42.79,3.30,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.29,0.47,-5.92,-6.41,44.31,3.42,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.33,0.53,-5.87,-1.40,34.91,-2.99,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.29,0.54,-5.87,-5.25,33.87,-1.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.33,0.53,-5.85,5.25,19.78,-6.53,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.34,0.54,-5.78,36.38,-46.88,-48.71,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.41,-5.73,9.58,10.13,-22.34,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.42,-5.77,2.69,26.12,-7.63,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.39,0.44,-5.78,-0.37,28.14,-8.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.40,-5.78,-1.04,27.71,-8.30,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.43,-5.79,-1.53,27.95,-8.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.40,-5.77,-0.43,30.40,-8.12,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.52,0.41,-5.73,-2.75,28.50,-4.27,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.40,0.39,-5.79,-0.85,29.66,-4.94,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.42,-5.71,-1.65,30.52,-6.41,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.40,-5.77,-3.30,30.94,-7.32,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.48,-5.76,-0.85,31.56,-5.74,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.37,-5.78,-0.55,30.64,-7.32,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.37,-5.80,-1.46,31.74,-7.14,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.41,-5.78,-0.92,31.01,-7.57,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.41,-5.78,-2.20,33.81,-7.57,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.43,-5.75,-1.40,31.01,-5.19,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.42,-5.81,1.28,32.17,-7.51,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.41,-5.76,-2.44,32.23,-5.55,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.40,-5.77,-1.65,31.19,-5.25,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.44,-5.79,-0.73,31.56,-6.16,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.42,-5.74,-1.04,31.86,-4.94,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.38,-5.79,-1.53,31.74,-6.84,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.41,-5.73,-2.50,31.98,-5.55,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.42,-5.77,-1.16,31.62,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.43,-5.77,-2.32,32.90,-6.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.42,-5.80,-1.65,31.19,-5.98,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.40,0.44,-5.79,-2.56,29.91,-5.80,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.39,-5.73,-1.71,31.49,-6.90,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.42,-5.78,-1.04,31.07,-4.88,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.43,-5.79,-0.18,30.46,-6.96,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.45,-5.75,-3.11,32.17,-6.47,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.40,-5.76,-1.22,31.80,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.41,-5.80,-0.73,33.63,-5.74,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,66,-5.47,0.36,-5.74,-2.87,32.65,-8.06,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.44,-5.84,0.12,33.02,-7.45,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.46,-5.77,-1.83,30.40,-5.49,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.35,-5.75,-3.91,32.29,-6.16,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.45,-5.76,-3.60,32.84,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.36,-5.79,-0.61,32.71,-8.12,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.41,0.47,-5.82,0.12,31.98,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.38,-5.74,-2.62,32.41,-5.49,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.44,-5.76,-2.87,33.94,-6.71,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.39,-5.74,-3.23,31.19,-6.23,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.43,-5.75,-2.20,33.33,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.45,0.43,-5.77,-1.83,31.92,-4.64,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.40,-5.79,-0.37,31.19,-5.86,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.40,-5.79,-1.34,32.35,-5.98,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.49,0.36,-5.76,-1.95,31.01,-5.31,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.40,0.46,-5.76,-0.06,30.88,-5.43,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.38,-5.77,-0.37,32.90,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.44,-5.75,-2.20,29.30,-5.74,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.40,-5.73,-1.10,31.49,-6.59,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.41,-5.79,-0.37,32.35,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.41,-5.76,-2.01,32.59,-4.88,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.43,0.38,-5.74,-2.38,33.39,-5.13,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.44,0.41,-5.77,-3.30,31.68,-5.43,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.48,0.39,-5.75,-2.56,31.37,-5.62,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.42,0.42,-5.76,-2.56,31.74,-7.14,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.43,-5.76,-0.43,31.80,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.40,0.40,-5.78,-1.22,33.20,-5.74,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.49,0.39,-5.75,-0.61,33.20,-7.32,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.40,-5.76,-2.87,33.75,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.41,0.40,-5.74,-0.79,31.07,-6.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.40,-5.79,0.49,31.98,-8.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.48,0.41,-5.78,-1.71,32.71,-6.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.38,-5.77,-2.32,31.62,-6.96,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.43,-5.72,-0.37,31.19,-5.98,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.37,-5.75,-1.28,31.13,-7.81,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.46,-5.78,-0.37,30.76,-8.06,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.41,-5.75,-2.81,33.33,-5.43,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.43,-5.74,-3.36,34.12,-7.20,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.47,0.38,-5.78,0.43,29.97,-7.26,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.41,-5.77,-1.83,32.65,-4.15,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.43,-5.72,-2.01,32.23,-5.13,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.39,-5.76,-3.11,32.47,-5.68,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.41,0.41,-5.77,-2.50,31.98,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.39,-5.73,-1.89,34.06,-5.37,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.39,-5.76,-1.46,31.62,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.42,-5.74,-3.72,31.86,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.45,-5.73,-1.34,32.04,-6.41,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.37,-5.70,-0.37,32.53,-6.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.42,-5.79,-1.53,30.40,-4.33,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.38,-5.78,-2.32,30.82,-6.65,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.40,-5.72,-0.85,31.56,-6.29,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.40,-5.81,-1.65,31.43,-5.86,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.40,-5.78,-3.23,31.98,-3.78,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.43,-5.80,-1.65,32.23,-4.94,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.42,-5.75,-1.71,31.43,-8.61,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.41,-5.74,-1.40,33.39,-5.37,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.42,0.40,-5.77,-1.46,32.23,-5.37,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.41,-5.78,-1.89,31.92,-5.00,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.41,-5.79,-1.28,31.37,-6.23,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.43,-5.76,-0.37,31.07,-6.53,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.39,-5.77,-2.20,33.02,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.39,-5.72,0.31,30.27,-5.62,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.44,0.40,-5.72,-3.17,31.49,-4.64,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.41,-5.73,-1.22,31.49,-7.14,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.43,0.41,-5.76,-0.73,31.74,-6.84,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.46,0.41,-5.79,-1.34,31.98,-3.91,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,45,64,-5.45,0.39,-5.79,-1.83,32.17,-3.85,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,64,-5.47,0.42,-5.75,-1.95,32.47,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,65,-5.46,0.41,-5.78,-2.44,33.81,-6.53,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.45,0.39,-5.74,-1.28,31.43,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.44,0.42,-5.73,-2.38,32.47,-4.52,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.44,0.39,-5.78,-1.22,31.74,-5.86,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.45,0.42,-5.72,0.37,31.68,-3.23,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.45,0.41,-5.76,-0.79,33.14,-5.49,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.45,0.42,-5.75,-1.16,31.49,-5.19,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,46,66,-5.45,0.43,-5.69,-1.89,30.52,-7.57,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.46,0.42,-5.74,-2.32,33.14,-6.04,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.46,0.38,-5.79,-2.26,31.74,-4.76,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.44,0.39,-5.78,-0.85,31.37,-4.58,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,67,-5.42,0.45,-5.82,-3.97,31.13,-5.68,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,67,-5.44,0.39,-5.75,-0.73,31.43,-6.10,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.43,0.39,-5.77,-0.12,32.53,-6.16,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,66,-5.46,0.39,-5.76,0.12,33.14,-5.62,0.00,0.00,0.00
I2C ERROR CODE : 2
0,0,47,67,-5.43,0.43,-5.75,-0.92,32.47,-5.25,0.00,0.00,0.00
I2C ERROR CODE : 2
